city,latitude,longitude,timestamp,temperature_2m,windspeed_10m,precipitation,weathercode
Hamburg,53.55073,9.99302,2022-07-10T09:00,15.6,24.7,0.0,3
Hamburg,53.55073,9.99302,2022-07-10T10:00,15.4,23.9,0.0,3
Hamburg,53.55073,9.99302,2022-07-10T11:00,15.7,25.2,0.0,3
Hamburg,53.55073,9.99302,2022-07-10T12:00,16.9,27.0,0.1,51
Hamburg,53.55073,9.99302,2022-07-10T13:00,17.4,26.5,0.0,3
Hamburg,53.55073,9.99302,2022-07-10T14:00,18.0,26.2,0.0,3
Hamburg,53.55073,9.99302,2022-07-10T15:00,18.7,26.1,0.0,2
Hamburg,53.55073,9.99302,2022-07-10T16:00,19.0,26.3,0.0,3
Hamburg,53.55073,9.99302,2022-07-10T17:00,18.8,25.7,0.0,3
Hamburg,53.55073,9.99302,2022-07-10T18:00,17.8,24.7,0.0,3
Hamburg,53.55073,9.99302,2022-07-10T19:00,17.1,20.7,0.0,2
Hamburg,53.55073,9.99302,2022-07-10T20:00,16.3,20.7,0.0,2
Hamburg,53.55073,9.99302,2022-07-10T21:00,15.3,14.2,0.0,0
Hamburg,53.55073,9.99302,2022-07-10T22:00,13.7,10.8,0.0,0
Hamburg,53.55073,9.99302,2022-07-10T23:00,12.9,9.0,0.0,3
Hamburg,53.55073,9.99302,2022-07-11T00:00,12.0,8.1,0.0,1
Hamburg,53.55073,9.99302,2022-07-11T01:00,11.4,7.6,0.0,2
Hamburg,53.55073,9.99302,2022-07-11T02:00,11.4,7.7,0.0,1
Hamburg,53.55073,9.99302,2022-07-11T03:00,10.2,6.6,0.0,0
Hamburg,53.55073,9.99302,2022-07-11T04:00,10.0,6.6,0.0,0
Hamburg,53.55073,9.99302,2022-07-11T05:00,9.8,6.5,0.0,2
Hamburg,53.55073,9.99302,2022-07-11T06:00,10.5,5.6,0.0,2
Hamburg,53.55073,9.99302,2022-07-11T07:00,12.0,6.0,0.0,1
Hamburg,53.55073,9.99302,2022-07-11T08:00,13.9,5.4,0.0,2
Hamburg,53.55073,9.99302,2022-07-11T09:00,15.5,6.2,0.0,3
Hamburg,53.55073,9.99302,2022-07-11T10:00,17.1,13.2,0.0,3
Hamburg,53.55073,9.99302,2022-07-11T11:00,18.1,13.8,0.0,3
Hamburg,53.55073,9.99302,2022-07-11T12:00,18.4,14.0,0.0,3
Hamburg,53.55073,9.99302,2022-07-11T13:00,18.6,13.7,0.1,51
Hamburg,53.55073,9.99302,2022-07-11T14:00,19.5,11.5,0.1,51
Hamburg,53.55073,9.99302,2022-07-11T15:00,20.2,11.0,0.0,3
Hamburg,53.55073,9.99302,2022-07-11T16:00,20.7,8.7,0.0,3
Hamburg,53.55073,9.99302,2022-07-11T17:00,21.3,9.7,0.0,3
Hamburg,53.55073,9.99302,2022-07-11T18:00,21.1,11.4,0.0,3
Hamburg,53.55073,9.99302,2022-07-11T19:00,20.9,13.2,0.0,1
Hamburg,53.55073,9.99302,2022-07-11T20:00,19.5,16.3,0.0,0
Hamburg,53.55073,9.99302,2022-07-11T21:00,17.4,15.2,0.0,0
Hamburg,53.55073,9.99302,2022-07-11T22:00,15.8,13.7,0.0,0
Hamburg,53.55073,9.99302,2022-07-11T23:00,14.6,10.7,0.0,0
Hamburg,53.55073,9.99302,2022-07-12T00:00,13.4,6.6,0.0,0
Hamburg,53.55073,9.99302,2022-07-12T01:00,12.5,5.6,0.0,3
Hamburg,53.55073,9.99302,2022-07-12T02:00,12.2,6.3,0.0,3
Hamburg,53.55073,9.99302,2022-07-12T03:00,11.7,5.9,0.0,2
Hamburg,53.55073,9.99302,2022-07-12T04:00,10.7,7.6,0.0,0
Hamburg,53.55073,9.99302,2022-07-12T05:00,10.8,5.8,0.0,0
Hamburg,53.55073,9.99302,2022-07-12T06:00,11.7,6.6,0.0,0
Hamburg,53.55073,9.99302,2022-07-12T07:00,13.2,5.9,0.0,0
Hamburg,53.55073,9.99302,2022-07-12T08:00,15.3,6.1,0.0,1
Hamburg,53.55073,9.99302,2022-07-12T09:00,17.2,9.8,0.0,2
Hamburg,53.55073,9.99302,2022-07-12T10:00,18.5,9.5,0.0,3
Hamburg,53.55073,9.99302,2022-07-12T11:00,19.4,11.4,0.0,2
Hamburg,53.55073,9.99302,2022-07-12T12:00,20.9,9.0,0.0,2
Hamburg,53.55073,9.99302,2022-07-12T13:00,22.4,7.6,0.0,2
Hamburg,53.55073,9.99302,2022-07-12T14:00,22.3,8.5,0.0,2
Hamburg,53.55073,9.99302,2022-07-12T15:00,23.5,8.1,0.0,2
Hamburg,53.55073,9.99302,2022-07-12T16:00,24.5,8.4,0.0,3
Hamburg,53.55073,9.99302,2022-07-12T17:00,24.8,10.0,0.0,3
Hamburg,53.55073,9.99302,2022-07-12T18:00,24.7,10.1,0.0,3
Hamburg,53.55073,9.99302,2022-07-12T19:00,24.1,10.0,0.0,3
Hamburg,53.55073,9.99302,2022-07-12T20:00,23.2,7.3,0.0,3
Hamburg,53.55073,9.99302,2022-07-12T21:00,21.1,6.0,0.0,3
Hamburg,53.55073,9.99302,2022-07-12T22:00,18.3,7.7,0.0,3
Hamburg,53.55073,9.99302,2022-07-12T23:00,17.7,6.2,0.0,1
Hamburg,53.55073,9.99302,2022-07-13T00:00,17.2,6.4,0.0,3
Hamburg,53.55073,9.99302,2022-07-13T01:00,18.6,7.5,0.0,3
